%HTA01.xlt		3 mS Echo Tracking			
%c-PRE	c-DIAM	c-ECG	f-PRE	f-DIAM	f-ECG
134.5278625	6.210999966	0.106200002	115.7317123	8.67800045	-0.03297
134.5708008	6.210000038	0.113600001	115.7317123	8.675999641	-0.03297
134.7210388	6.209000111	0.125799999	115.7317123	8.675999641	-0.03297
134.8283691	6.206999779	0.130600005	115.774559	8.675000191	-0.03297
135.0429993	6.205999851	0.140400007	115.7317123	8.673999786	-0.03053
135.1932526	6.204999924	0.145300001	115.7317123	8.673999786	-0.03053
135.3649597	6.203999996	0.155100003	115.7317123	8.671999931	-0.03053
135.515213	6.202000141	0.164800003	115.7317123	8.670999527	-0.03053
135.558136	6.201000214	0.172199994	115.774559	8.670999527	-0.03297
135.7298584	6.198999882	0.184400007	115.7317123	8.670000076	-0.035409998
135.8371735	6.197000027	0.191699997	115.7317123	8.670000076	-0.035409998
135.9874268	6.196000099	0.203899994	115.7317123	8.668999672	-0.040290002
136.1376648	6.193999767	0.208800003	115.7317123	8.668000221	-0.042739999
136.3093719	6.191999912	0.216100007	115.7317123	8.666999817	-0.040290002
136.5025482	6.190000057	0.225899994	115.774559	8.666999817	-0.035409998
136.6098785	6.18900013	0.228300005	115.774559	8.664999962	-0.02564
136.7815857	6.186999798	0.240500003	115.7317123	8.663999557	-0.008547
136.8245239	6.18599987	0.243000001	115.7317123	8.663999557	0.01832
136.974762	6.184999943	0.25029999	115.7317123	8.663000107	0.052499998
137.082077	6.184000015	0.25029999	115.774559	8.661999702	0.101300001
137.1894073	6.183000088	0.255199999	115.7317123	8.661000252	0.159999996
137.3396454	6.18200016	0.255199999	115.774559	8.659000397	0.223399997
137.4469604	6.181000233	0.255199999	115.7317123	8.659000397	0.289400011
137.5542908	6.179999828	0.252700001	115.774559	8.657999992	0.352899998
137.6616058	6.177999973	0.247899994	115.7317123	8.657999992	0.409000009
137.7689209	6.178999901	0.245399997	115.774559	8.656000137	0.450500011
137.8118591	6.177999973	0.238100007	115.774559	8.656000137	0.474999994
137.8762512	6.177000046	0.230800003	115.7317123	8.654999733	0.474999994
137.9835815	6.177000046	0.218600005	115.774559	8.654999733	0.460299999
138.0265045	6.177999973	0.206300005	115.774559	8.654999733	0.433499992
138.0908966	6.179999828	0.194100007	115.774559	8.654000282	0.394400001
138.0908966	6.183000088	0.181899995	115.774559	8.654999733	0.350400001
138.1338196	6.18599987	0.169699997	115.774559	8.654999733	0.299100012
138.1338196	6.190999985	0.152600005	115.7317123	8.654999733	0.247899994
138.1338196	6.195000172	0.137999997	115.774559	8.656999588	0.199000001
138.1338196	6.203000069	0.123300001	115.774559	8.657999992	0.157499999
138.1338196	6.210000038	0.106200002	115.774559	8.659999847	0.1184
138.1338196	6.217999935	0.089129999	115.774559	8.661999702	0.084250003
138.0908966	6.227000237	0.072039999	115.7317123	8.663999557	0.052499998
138.0908966	6.236999989	0.059829999	115.7317123	8.668000221	0.02564
138.0265045	6.248000145	0.04518	115.774559	8.670999527	0.003663
137.9191742	6.257999897	0.03053	115.774559	8.675000191	-0.015869999
137.8762512	6.270999908	0.01832	115.7317123	8.67800045	-0.03297
137.8762512	6.281000137	0.003663	115.774559	8.68200016	-0.04518
137.8118591	6.293000221	-0.008547	115.7317123	8.687000275	-0.054949999
137.7689209	6.306000233	-0.01832	115.7317123	8.692000389	-0.062270001
137.7045288	6.31799984	-0.02808	115.774559	8.69699955	-0.064709999
137.6616058	6.329999924	-0.040290002	115.774559	8.701999664	-0.067160003
137.5542908	6.342999935	-0.047619998	115.7317123	8.706999779	-0.072039999
137.4040527	6.354000092	-0.054949999	115.7317123	8.711999893	-0.072039999
137.2537994	6.366000175	-0.059829999	115.7317123	8.718999863	-0.072039999
137.0391541	6.376999855	-0.067160003	115.7317123	8.723999977	-0.069600001
136.8245239	6.388999939	-0.074479997	115.774559	8.730999947	-0.067160003
136.5669556	6.400000095	-0.079369999	115.7317123	8.737999916	-0.062270001
136.2449799	6.40899992	-0.086690001	115.7317123	8.744999886	-0.062270001
135.8800964	6.416999817	-0.089129999	115.7317123	8.751000404	-0.057390001
135.3649597	6.425000191	-0.094020002	115.774559	8.758999825	-0.057390001
134.8283691	6.429999828	-0.09646	115.774559	8.765999794	-0.054949999
134.2059021	6.434999943	-0.101300001	115.774559	8.772999763	-0.052499998
133.5190582	6.440000057	-0.101300001	115.7317123	8.779999733	-0.05006
132.7248993	6.443999767	-0.106200002	115.7317123	8.786999702	-0.047619998
131.8448639	6.446000099	-0.1087	115.7317123	8.793999672	-0.042739999
130.9004517	6.448999882	-0.1087	115.774559	8.800000191	-0.040290002
129.741394	6.451000214	-0.113600001	115.774559	8.805999756	-0.03785
128.6038055	6.453999996	-0.111100003	115.774559	8.812000275	-0.035409998
127.2945023	6.455999851	-0.111100003	115.7317123	8.817000389	-0.03297
126.0281296	6.460000038	-0.1087	115.7317123	8.82199955	-0.03297
124.869072	6.461999893	-0.111100003	115.7317123	8.826000214	-0.02808
123.9246521	6.46600008	-0.113600001	115.7317123	8.829999924	-0.0232
123.1948853	6.468999863	-0.111100003	115.7317123	8.833000183	-0.02076
122.6797409	6.472000122	-0.113600001	115.7317123	8.836000443	-0.01832
122.3148575	6.473999977	-0.113600001	115.7317123	8.838000298	-0.015869999
121.9285049	6.478000164	-0.113600001	115.7317123	8.840000153	-0.015869999
121.6709366	6.479000092	-0.1087	115.7317123	8.840999603	-0.01343
121.5636139	6.482999802	-0.1087	115.7317123	8.843000412	-0.008547
121.7782516	6.484000206	-0.1087	115.7317123	8.845000267	-0.008547
122.2504578	6.486000061	-0.1087	115.7317123	8.845999718	-0.006105
122.7226715	6.488999844	-0.1087	115.7317123	8.847999573	-0.003663
123.044632	6.489999771	-0.1087	115.7317123	8.847999573	-0.001221
123.3022003	6.492000103	-0.106200002	115.7317123	8.850000381	0.001221
123.5168381	6.494999886	-0.103799999	115.7317123	8.850000381	0.003663
123.6241608	6.497000217	-0.103799999	115.7317123	8.850000381	0.003663
123.817337	6.5	-0.098899998	115.7317123	8.850999832	0.003663
123.9246521	6.501999855	-0.101300001	115.7317123	8.852000237	0.006105
124.0319748	6.506000042	-0.098899998	115.7317123	8.852000237	0.008547
124.0319748	6.507999897	-0.098899998	115.7317123	8.850999832	0.01099
123.9890442	6.510000229	-0.098899998	115.774559	8.850999832	0.01343
123.8817291	6.511000156	-0.094020002	115.7317123	8.850000381	0.015869999
123.6670837	6.512000084	-0.09646	115.774559	8.850000381	0.01832
123.5597687	6.513999939	-0.091580003	115.7317123	8.848999977	0.02076
123.409523	6.514999866	-0.091580003	115.774559	8.847999573	0.0232
123.3022003	6.517000198	-0.089129999	115.7317123	8.847999573	0.02808
123.2378082	6.518000126	-0.091580003	115.7317123	8.847000122	0.03297
123.2378082	6.518000126	-0.086690001	115.7317123	8.845000267	0.03785
123.2378082	6.518000126	-0.086690001	115.7317123	8.845000267	0.042739999
123.1948853	6.519000053	-0.086690001	115.7317123	8.843999863	0.047619998
123.1948853	6.519000053	-0.084250003	115.7317123	8.843000412	0.052499998
123.1948853	6.519000053	-0.084250003	115.7317123	8.840999603	0.054949999
123.151947	6.518000126	-0.079369999	115.7317123	8.840000153	0.057390001
123.0875626	6.515999794	-0.084250003	115.7317123	8.838000298	0.062270001
123.151947	6.514999866	-0.081809998	115.7317123	8.836999893	0.067160003
123.0875626	6.513999939	-0.079369999	115.7317123	8.835000038	0.076920003
123.044632	6.512000084	-0.079369999	115.7317123	8.833999634	0.079369999
122.9802399	6.508999825	-0.074479997	115.7317123	8.831999779	0.086690001
122.9373093	6.506000042	-0.076920003	115.7317123	8.829999924	0.091580003
122.8729172	6.502999783	-0.072039999	115.7317123	8.828000069	0.094020002
122.7226715	6.499000072	-0.074479997	115.7317123	8.826000214	0.101300001
122.6153488	6.497000217	-0.072039999	115.7317123	8.824000359	0.111100003
122.5080338	6.493000031	-0.069600001	115.7317123	8.819999695	0.1184
122.4007111	6.488999844	-0.072039999	115.7317123	8.819000244	0.128199995
