%HTA03.xlt		3 mS Echo Tracking			
%c-PRE	c-DIAM	c-ECG	f-PRE	f-DIAM	f-ECG
102.8062592	5.619999886	-0.223399997	114.062767	8.729999542	-0.086690001
102.8062592	5.625999928	-0.221000001	114.062767	8.729000092	-0.089129999
102.8978043	5.631000042	-0.213699996	114.062767	8.727999687	-0.086690001
103.0351257	5.636000156	-0.203899994	114.062767	8.727000237	-0.086690001
103.1266785	5.643000126	-0.199000001	114.062767	8.727000237	-0.084250003
103.2182236	5.649000168	-0.191699997	114.062767	8.727000237	-0.084250003
103.355545	5.656000137	-0.184400007	114.0220184	8.725999832	-0.084250003
103.4470901	5.663000107	-0.177000001	113.960907	8.725999832	-0.081809998
103.4470901	5.671000004	-0.169699997	113.920166	8.727000237	-0.081809998
103.355545	5.677999973	-0.164800003	113.818306	8.727999687	-0.081809998
103.355545	5.68599987	-0.157499999	113.7164536	8.730999947	-0.079369999
103.355545	5.695000172	-0.150199994	113.6145935	8.732999802	-0.076920003
103.2182236	5.702000141	-0.145300001	113.5738525	8.737000465	-0.074479997
103.2182236	5.710999966	-0.140400007	113.4719925	8.741000175	-0.074479997
103.2182236	5.71999979	-0.135499999	113.3293991	8.744999886	-0.072039999
103.355545	5.727000237	-0.130600005	113.1256866	8.751000404	-0.072039999
103.5844116	5.735000134	-0.123300001	113.0238266	8.756999969	-0.067160003
103.9048309	5.742000103	-0.123300001	112.8812256	8.763999939	-0.064709999
104.4541168	5.748000145	-0.1184	112.7182541	8.770999908	-0.062270001
105.3695984	5.755000114	-0.115999997	112.5756607	8.779000282	-0.057390001
106.239296	5.760000229	-0.113600001	112.4330597	8.788000107	-0.052499998
107.4751968	5.764999866	-0.111100003	112.3312073	8.796999931	-0.05006
108.8026352	5.769000053	-0.111100003	112.2293472	8.805000305	-0.047619998
110.2674026	5.772999763	-0.1087	112.0256348	8.81499958	-0.05006
112.0525818	5.77699995	-0.103799999	111.8830338	8.824999809	-0.05006
113.6088943	5.778999805	-0.103799999	111.7811737	8.836000443	-0.04518
115.3025284	5.782000065	-0.101300001	111.6793213	8.847000122	-0.042739999
116.7672958	5.78399992	-0.098899998	111.5367203	8.857999802	-0.040290002
118.3236084	5.785999775	-0.094020002	111.4348679	8.869000435	-0.040290002
119.7883682	5.787000179	-0.091580003	111.3330078	8.880999565	-0.035409998
121.1158142	5.789000034	-0.091580003	111.2311554	8.892999649	-0.03297
122.4432526	5.790999889	-0.086690001	111.1292953	8.904999733	-0.03297
123.5876007	5.791999817	-0.081809998	111.0274429	8.916999817	-0.03297
124.5946274	5.793000221	-0.081809998	110.9255829	8.927000046	-0.03297
125.4643402	5.794000149	-0.081809998	110.8848419	8.937999725	-0.03053
126.2424927	5.795000076	-0.079369999	110.844101	8.949000359	-0.02808
127.0664215	5.794000149	-0.074479997	110.7422409	8.958999634	-0.03053
127.6157074	5.795000076	-0.072039999	110.6403885	8.968000412	-0.03297
128.1649933	5.795000076	-0.072039999	110.5792694	8.975999832	-0.03053
128.6227264	5.796000004	-0.069600001	110.477417	8.984000206	-0.03297
128.9431458	5.795000076	-0.064709999	110.436676	8.991999626	-0.03785
129.2635651	5.796000004	-0.062270001	110.334816	8.996999741	-0.040290002
129.6297607	5.796000004	-0.062270001	110.2329636	9.00399971	-0.042739999
129.9501648	5.796000004	-0.059829999	110.1311035	9.008999825	-0.042739999
130.4079132	5.796000004	-0.054949999	110.0292511	9.013999939	-0.04518
130.6367798	5.796000004	-0.052499998	109.8866501	9.017999649	-0.05006
130.8656464	5.796999931	-0.05006	109.7440491	9.022000313	-0.054949999
131.1860657	5.796999931	-0.047619998	109.6014481	9.026000023	-0.057390001
131.4149475	5.797999859	-0.042739999	109.4995956	9.029999733	-0.062270001
131.506485	5.797999859	-0.040290002	109.3977356	9.032999992	-0.064709999
131.7353516	5.798999786	-0.040290002	109.2347641	9.036000252	-0.067160003
131.9642334	5.798999786	-0.035409998	109.0921631	9.038000107	-0.067160003
132.0557709	5.800000191	-0.03053	108.9903107	9.041000366	-0.064709999
132.2846375	5.801000118	-0.02808	108.8477097	9.041999817	-0.064709999
132.4219666	5.802000046	-0.02564	108.6439972	9.043000221	-0.067160003
132.6508331	5.802000046	-0.02076	108.5014038	9.045000076	-0.069600001
132.6508331	5.802999973	-0.015869999	108.2976913	9.045000076	-0.069600001
132.7423706	5.802000046	-0.01099	108.1550903	9.045999527	-0.069600001
132.7423706	5.802999973	-0.008547	107.9513779	9.046999931	-0.072039999
132.6508331	5.802999973	-0.003663	107.7476654	9.046999931	-0.074479997
132.6508331	5.802000046	0.003663	107.5439529	9.046999931	-0.076920003
132.513504	5.801000118	0.008547	107.4013519	9.045999527	-0.076920003
132.4219666	5.801000118	0.01099	107.2587509	9.045999527	-0.076920003
132.513504	5.800000191	0.01832	107.0142975	9.045999527	-0.081809998
132.513504	5.796999931	0.02564	106.851326	9.045999527	-0.084250003
132.4219666	5.796000004	0.03053	106.708725	9.045000076	-0.081809998
132.2846375	5.795000076	0.03297	106.5661316	9.043999672	-0.081809998
132.1931	5.791999817	0.040290002	106.4031601	9.043000221	-0.081809998
132.1931	5.789999962	0.05006	106.3013	9.043000221	-0.081809998
132.0557709	5.788000107	0.057390001	106.1994476	9.041000366	-0.081809998
131.8726807	5.785999775	0.062270001	106.1179581	9.039999962	-0.079369999
131.7353516	5.78399992	0.072039999	106.016098	9.038999557	-0.081809998
131.506485	5.781000137	0.081809998	105.8531342	9.036999702	-0.079369999
131.4149475	5.777999878	0.089129999	105.7512741	9.034999847	-0.079369999
131.1860657	5.776000023	0.09646	105.6086731	9.034000397	-0.079369999
131.0487518	5.772999763	0.101300001	105.5679321	9.031999588	-0.074479997
130.9571991	5.770999908	0.113600001	105.4049683	9.029999733	-0.076920003
130.8656464	5.768000126	0.120899998	105.3031082	9.027000427	-0.076920003
130.8656464	5.765999794	0.128199995	105.2623672	9.024999619	-0.076920003
130.7283325	5.763999939	0.135499999	105.1605072	9.022000313	-0.074479997
130.7283325	5.761000156	0.145300001	105.0586548	9.020000458	-0.076920003
130.6367798	5.760000229	0.152600005	104.9567947	9.015999794	-0.076920003
130.6367798	5.756999969	0.157499999	104.8753128	9.012999535	-0.076920003
130.4994507	5.755000114	0.164800003	104.7734528	9.010000229	-0.074479997
130.6367798	5.754000187	0.172199994	104.6716003	9.006999969	-0.074479997
130.6367798	5.752999783	0.179499999	104.5086288	9.00399971	-0.074479997
130.4994507	5.751999855	0.184400007	104.4271393	9.001000404	-0.074479997
130.4994507	5.750999928	0.186800003	104.2641754	8.996999741	-0.072039999
130.4079132	5.75	0.196600005	104.1623154	8.993000031	-0.072039999
130.4079132	5.75	0.201499999	104.060463	8.989999771	-0.072039999
130.2705994	5.75	0.206300005	103.9178619	8.986000061	-0.072039999
130.1790466	5.75	0.206300005	103.8160019	8.982999802	-0.072039999
130.1790466	5.75	0.211199999	103.6734085	8.977999687	-0.072039999
130.1790466	5.75	0.216100007	103.5308075	8.973999977	-0.072039999
130.1790466	5.75	0.213699996	103.367836	8.970000267	-0.074479997
130.0417175	5.75	0.213699996	103.225235	8.965999603	-0.072039999
130.0417175	5.75	0.213699996	103.0215225	8.961999893	-0.067160003
130.1790466	5.75	0.213699996	102.8789215	8.956999779	-0.059829999
130.0417175	5.75	0.208800003	102.7363281	8.953000069	-0.052499998
130.1790466	5.75	0.203899994	102.532608	8.949000359	-0.03785
130.1790466	5.75	0.199000001	102.3696442	8.944999695	-0.02076
130.1790466	5.75	0.194100007	102.2881546	8.940999985	0.003663
130.1790466	5.749000072	0.184400007	102.1863022	8.937000275	0.03785
130.1790466	5.749000072	0.172199994	102.0233307	8.93200016	0.084250003
130.2705994	5.749000072	0.162400007	101.8807297	8.928999901	0.152600005
130.2705994	5.749000072	0.155100003	101.7809143	8.925999641	0.243000001
130.1790466	5.747000217	0.140400007	101.7320175	8.921999931	0.34799999
130.0417175	5.747000217	0.125799999	101.6322021	8.918999672	0.465200007
130.0417175	5.747000217	0.113600001	101.5323792	8.916000366	0.587300003
130.0417175	5.745999813	0.101300001	101.48349	8.913000107	0.707000017
129.9501648	5.743999958	0.084250003	101.4325638	8.909999847	0.809499979
129.8586273	5.743000031	0.067160003	101.3836746	8.906999588	0.8926
129.6297607	5.742000103	0.054949999	101.3327408	8.904999733	0.951200008
129.4008942	5.741000175	0.042739999	101.2838516	8.902000427	0.975600004
129.0346985	5.739999771	0.02564	101.2349625	8.899999619	0.963400006
128.4854126	5.737999916	0.008547	101.2349625	8.897999763	0.914499998
128.256546	5.737999916	-0.006105	101.1351395	8.895999908	0.826600015
127.6157074	5.736999989	-0.01832	101.0842133	8.895000458	0.716700017
127.0664215	5.735000134	-0.03053	101.0353241	8.894000053	0.592199981
126.4713593	5.734000206	-0.04518	100.9355011	8.892000198	0.465200007
125.6932068	5.732999802	-0.054949999	100.8866119	8.890999794	0.343100011
124.9150467	5.730999947	-0.062270001	100.7867966	8.890000343	0.230800003
123.90802	5.730000019	-0.072039999	100.7358627	8.890000343	0.130600005
122.9009933	5.728000164	-0.084250003	100.6869736	8.888999939	0.05006
121.8939667	5.727000237	-0.089129999	100.6360474	8.888999939	-0.02076
120.8869476	5.724999905	-0.094020002	100.5871582	8.887999535	-0.079369999
120.0172424	5.723999977	-0.101300001	100.5382614	8.887999535	-0.128199995
119.0102158	5.722000122	-0.1087	100.4873352	8.887000084	-0.164800003
118.0947418	5.721000195	-0.111100003	100.3875122	8.887999535	-0.189300001
117.4539032	5.71999979	-0.115999997	100.2897339	8.887000084	-0.211199999
116.7672958	5.717000008	-0.1184	100.1389847	8.887000084	-0.221000001
116.3095551	5.715000153	-0.123300001	100.0900955	8.887000084	-0.223399997
116.2180099	5.712999821	-0.128199995	99.99027252	8.887000084	-0.223399997
116.0806885	5.710999966	-0.128199995	99.84156799	8.887000084	-0.221000001
115.9891357	5.710999966	-0.133100003	99.741745	8.88599968	-0.218600005
115.8518143	5.708000183	-0.135499999	99.59303284	8.887000084	-0.213699996
115.9891357	5.706999779	-0.137999997	99.49321747	8.88599968	-0.208800003
116.0806885	5.704999924	-0.137999997	99.44229126	8.885000229	-0.201499999
116.2180099	5.703999996	-0.140400007	99.2935791	8.885000229	-0.194100007
116.4468765	5.703000069	-0.142900005	99.1937561	8.883999825	-0.186800003
116.6299744	5.701000214	-0.145300001	99.14486694	8.885000229	-0.179499999
116.9961624	5.699999809	-0.142900005	99.09394073	8.883999825	-0.172199994
117.2250366	5.698999882	-0.142900005	99.04505157	8.883999825	-0.167300001
117.4539032	5.697000027	-0.142900005	98.94522858	8.883000374	-0.164800003
117.637001	5.696000099	-0.140400007	98.89633942	8.881999969	-0.157499999
117.8658676	5.693999767	-0.135499999	98.84540558	8.881999969	-0.152600005
118.0031891	5.69299984	-0.135499999	98.74762726	8.880999565	-0.147699997
118.0947418	5.690999985	-0.133100003	98.64780426	8.880999565	-0.145300001
118.3236084	5.690000057	-0.130600005	98.59687805	8.880000114	-0.140400007
118.4609222	5.68900013	-0.128199995	98.54798889	8.880000114	-0.135499999
118.552475	5.686999798	-0.123300001	98.49706268	8.87899971	-0.130600005
118.552475	5.68599987	-0.120899998	98.39927673	8.878000259	-0.130600005
118.552475	5.684999943	-0.120899998	98.34835052	8.878000259	-0.128199995
118.6440277	5.683000088	-0.1184	98.34835052	8.876999855	-0.123300001
118.552475	5.68200016	-0.115999997	98.34835052	8.876000404	-0.120899998
118.552475	5.679999828	-0.115999997	98.39927673	8.875	-0.115999997
118.552475	5.678999901	-0.115999997	98.34835052	8.873999596	-0.1184
118.552475	5.677999973	-0.111100003	98.34835052	8.873999596	-0.113600001
118.6440277	5.676000118	-0.111100003	98.34835052	8.871999741	-0.111100003
118.552475	5.675000191	-0.111100003	98.34835052	8.87100029	-0.111100003
118.6440277	5.672999859	-0.1087	98.24852753	8.87100029	-0.1087
118.6440277	5.671999931	-0.106200002	98.24852753	8.869999886	-0.106200002
118.552475	5.671000004	-0.106200002	98.19963837	8.868000031	-0.101300001
118.4609222	5.670000076	-0.106200002	98.14871216	8.868000031	-0.098899998
118.4609222	5.669000149	-0.106200002	98.05092621	8.866999626	-0.098899998
118.3236084	5.668000221	-0.103799999	98	8.866000175	-0.09646
118.2320557	5.665999889	-0.103799999	98	8.86400032	-0.091580003
118.0031891	5.664999962	-0.101300001	98	8.862999916	-0.089129999
117.8658676	5.664000034	-0.101300001	98	8.862999916	-0.089129999
117.637001	5.663000107	-0.098899998	98.05092621	8.861000061	-0.086690001
117.4539032	5.662000179	-0.09646	98.099823	8.861000061	-0.084250003
117.0877075	5.660999775	-0.09646	98.29946136	8.859000206	-0.079369999
116.8588409	5.659999847	-0.094020002	98.59687805	8.859000206	-0.076920003
116.7672958	5.65899992	-0.089129999	98.94522858	8.857000351	-0.076920003
116.6299744	5.657000065	-0.089129999	99.44229126	8.855999947	-0.076920003
116.3095551	5.657000065	-0.089129999	100.1389847	8.854999542	-0.072039999
116.2180099	5.656000137	-0.089129999	101.0353241	8.854000092	-0.069600001
116.0806885	5.65500021	-0.086690001	102.0844421	8.852999687	-0.069600001
115.7602692	5.653999805	-0.086690001	103.265976	8.852999687	-0.067160003
115.6229477	5.652999878	-0.089129999	104.6716003	8.850999832	-0.062270001
115.5314026	5.65199995	-0.086690001	106.1994476	8.848999977	-0.059829999
115.4398499	5.65199995	-0.086690001	107.8495178	8.847999573	-0.054949999
115.3025284	5.651000023	-0.086690001	109.6014481	8.847000122	-0.052499998
115.0736542	5.650000095	-0.089129999	111.3330078	8.845999718	-0.05006
114.8447876	5.649000168	-0.091580003	113.1256866	8.843999863	-0.04518
114.7532425	5.647999763	-0.091580003	114.9590988	8.843000412	-0.042739999
114.5243683	5.646999836	-0.091580003	116.75177	8.842000008	-0.03785
114.4328232	5.645999908	-0.094020002	118.5037079	8.840000153	-0.03297
114.2039566	5.644999981	-0.094020002	120.2963791	8.838999748	-0.03053
114.0666351	5.644000053	-0.091580003	121.9871979	8.838000298	-0.0232
113.9750824	5.643000126	-0.089129999	123.6168976	8.836999893	-0.02076
113.7462158	5.642000198	-0.091580003	125.1040039	8.835000038	-0.01832
113.5173492	5.640999794	-0.091580003	126.6522217	8.833000183	-0.01099
113.5173492	5.639999866	-0.089129999	128.139328	8.831999779	-0.006105
113.1969299	5.639999866	-0.089129999	129.5449524	8.829999924	0.001221
112.9680634	5.638999939	-0.091580003	130.8283386	8.829000473	0.003663
112.8307419	5.638999939	-0.091580003	132.0302429	8.826999664	0.01099
112.647644	5.638000011	-0.091580003	133.1710358	8.826000214	0.015869999
112.5103149	5.638000011	-0.089129999	134.2710876	8.824999809	0.0232
112.2814484	5.636000156	-0.091580003	135.2081604	8.822999954	0.02808
112.1899033	5.636000156	-0.091580003	136.1656189	8.82199955	0.035409998
111.9610367	5.636000156	-0.089129999	137.1434326	8.821000099	0.04518
111.6406174	5.635000229	-0.086690001	138.0397644	8.819000244	0.054949999
111.4117508	5.635000229	-0.089129999	138.9361115	8.817000389	0.062270001
111.1828766	5.635000229	-0.089129999	139.7917023	8.815999985	0.072039999
110.95401	5.635000229	-0.084250003	140.5861816	8.81499958	0.081809998
110.95401	5.633999825	-0.084250003	141.380661	8.81400013	0.091580003
110.6335907	5.635000229	-0.084250003	142.073288	8.812000275	0.098899998
110.2674026	5.635000229	-0.081809998	142.725174	8.812000275	0.106200002
110.1758499	5.633999825	-0.079369999	143.3159332	8.81099987	0.113600001
109.9469833	5.633999825	-0.079369999	143.8659668	8.809000015	0.125799999
109.626564	5.635000229	-0.079369999	144.4159851	8.809000015	0.135499999
109.4892426	5.635000229	-0.076920003	144.864151	8.807999611	0.140400007
109.3976974	5.635000229	-0.076920003	145.2512054	8.80700016	0.150199994
109.260376	5.633999825	-0.076920003	145.6178894	8.805999756	0.157499999
109.1688232	5.635000229	-0.076920003	146.0049438	8.805999756	0.162400007
108.9399567	5.635000229	-0.076920003	146.3512573	8.805000305	0.169699997
108.9399567	5.635000229	-0.074479997	146.6568298	8.803999901	0.174600005
108.8026352	5.633999825	-0.072039999	146.9012909	8.80300045	0.179499999
108.7110901	5.635000229	-0.072039999	147.2068481	8.80300045	0.189300001
108.619545	5.633999825	-0.072039999	147.4513092	8.802000046	0.194100007
108.619545	5.633999825	-0.069600001	147.5939026	8.800999641	0.196600005
108.619545	5.632999897	-0.067160003	147.7976227	8.800000191	0.199000001
108.4822235	5.632999897	-0.064709999	147.8994751	8.798999786	0.206300005
108.4822235	5.633999825	-0.067160003	148.0420837	8.798000336	0.206300005
108.3906708	5.632999897	-0.062270001	148.1439209	8.796999931	0.206300005
108.2533493	5.632999897	-0.062270001	148.2050476	8.796999931	0.206300005
108.1618042	5.631999969	-0.062270001	148.2865295	8.795000076	0.208800003
107.9329376	5.631999969	-0.062270001	148.3883972	8.793999672	0.206300005
107.9329376	5.631000042	-0.059829999	148.4494934	8.793999672	0.203899994
107.8413849	5.631000042	-0.057390001	148.3883972	8.791999817	0.196600005
107.7040634	5.630000114	-0.057390001	148.3883972	8.791999817	0.191699997
107.4751968	5.630000114	-0.059829999	148.3883972	8.789999962	0.181899995
107.4751968	5.629000187	-0.057390001	148.347641	8.788999557	0.174600005
107.2463226	5.629000187	-0.057390001	148.2457886	8.788000107	0.164800003
107.0174561	5.626999855	-0.057390001	148.1439209	8.786999702	0.152600005
106.8343582	5.626999855	-0.057390001	148.0420837	8.786000252	0.142900005
106.6970367	5.625999928	-0.054949999	147.9402161	8.784999847	0.133100003
106.6970367	5.624000072	-0.052499998	147.7976227	8.784000397	0.115999997
106.4681702	5.624000072	-0.052499998	147.6550293	8.782999992	0.098899998
106.239296	5.622000217	-0.052499998	147.4920502	8.781000137	0.086690001
106.1477509	5.620999813	-0.047619998	147.3087158	8.779000282	0.072039999
106.0104294	5.619999886	-0.047619998	147.1457367	8.777999878	0.057390001
105.9188843	5.618999958	-0.04518	146.9420319	8.777000427	0.042739999
105.8273315	5.618000031	-0.04518	146.6975708	8.776000023	0.02564
105.8273315	5.617000103	-0.042739999	146.5549774	8.774999619	0.01343
105.6900101	5.614999771	-0.040290002	146.3512573	8.774000168	-0.001221
105.598465	5.613999844	-0.040290002	146.1475525	8.772999763	-0.015869999
105.3695984	5.611999989	-0.040290002	146.0049438	8.772999763	-0.03053
105.1407318	5.611000061	-0.03785	145.801239	8.772000313	-0.040290002
105.0034027	5.610000134	-0.035409998	145.6178894	8.770999908	-0.05006
104.9118576	5.607999802	-0.03297	145.4141846	8.770999908	-0.062270001
104.5914383	5.606999874	-0.035409998	145.2104645	8.770000458	-0.072039999
104.5914383	5.605000019	-0.03297	145.0067596	8.769000053	-0.079369999
104.3625641	5.604000092	-0.03053	144.7622986	8.767999649	-0.089129999
104.1336975	5.602000237	-0.03053	144.6197052	8.767999649	-0.09646
103.9048309	5.599999905	-0.03053	144.3548737	8.767000198	-0.106200002
103.6759567	5.598999977	-0.02808	144.1104126	8.767000198	-0.111100003
103.5844116	5.597000122	-0.02808	143.9067078	8.765999794	-0.113600001
103.355545	5.596000195	-0.02564	143.662262	8.765000343	-0.1184
103.2182236	5.592999935	-0.02564	143.3770447	8.763999939	-0.123300001
103.0351257	5.59100008	-0.0232	143.1122131	8.762999535	-0.128199995
102.8978043	5.590000153	-0.02076	142.8270264	8.762999535	-0.130600005
102.8062592	5.589000225	-0.01832	142.4807129	8.762000084	-0.130600005
102.6689377	5.586999893	-0.01832	142.1343994	8.76099968	-0.137999997
102.4400635	5.585999966	-0.015869999	141.7269745	8.760000229	-0.140400007
102.3485184	5.584000111	-0.01343	141.380661	8.760000229	-0.140400007
102.2111969	5.583000183	-0.01099	140.9732361	8.758000374	-0.140400007
102.0280991	5.581999779	-0.01099	140.5250702	8.758000374	-0.140400007
101.8907776	5.580999851	-0.008547	140.0769043	8.756999969	-0.142900005
101.7992325	5.579999924	-0.003663	139.5879974	8.755999565	-0.142900005
101.661911	5.579999924	-0.001221	139.0990753	8.75399971	-0.140400007
101.5703583	5.580999851	-0.001221	138.4879456	8.753000259	-0.142900005
101.4330368	5.580999851	0.001221	137.897171	8.751999855	-0.142900005
101.4330368	5.583000183	0.001221	137.3063965	8.751000404	-0.142900005
101.3414917	5.585000038	0.003663	136.6545258	8.75	-0.140400007
101.2041702	5.586999893	0.003663	136.0026398	8.748999596	-0.140400007
101.2041702	5.590000153	0.003663	135.3100281	8.748000145	-0.137999997
101.2041702	5.593999863	0.008547	134.6174011	8.74600029	-0.140400007
101.2041702	5.59800005	0.01099	133.8636475	8.744999886	-0.137999997
101.1126251	5.603000164	0.01343	133.2117767	8.744000435	-0.135499999
100.8837509	5.607999802	0.015869999	132.4784088	8.743000031	-0.133100003
100.8837509	5.612999916	0.02076	131.8265228	8.741000175	-0.133100003
100.7922058	5.618000031	0.02564	131.1339111	8.739999771	-0.133100003
100.6548843	5.624000072	0.02564	130.4412842	8.73900032	-0.128199995
100.5633392	5.629000187	0.02808	129.8301392	8.737000465	-0.125799999
100.5633392	5.636000156	0.03053	129.2393799	8.736000061	-0.125799999
100.4260178	5.642000198	0.03297	128.6486053	8.734999657	-0.125799999
100.1971436	5.650000095	0.03297	128.098587	8.734000206	-0.123300001
100.1971436	5.656000137	0.035409998	127.6096725	8.732000351	-0.1184
100.1055984	5.664000034	0.040290002	127.1003876	8.732000351	-0.115999997
99.87673187	5.671999931	0.042739999	126.5503616	8.732000351	-0.113600001
99.78517914	5.679999828	0.04518	126.0003357	8.732000351	-0.111100003
99.78517914	5.68900013	0.05006	125.5521698	8.732000351	-0.1087
99.64785767	5.697999954	0.054949999	125.0632629	8.732000351	-0.103799999
99.41899109	5.706999779	0.059829999	124.6150894	8.734000206	-0.101300001
99.41899109	5.715000153	0.059829999	124.1261826	8.736000061	-0.103799999
99.19012451	5.724999905	0.062270001	123.7187576	8.737999916	-0.098899998
99.09857178	5.731999874	0.064709999	123.3317032	8.743000031	-0.09646
99.00702667	5.741000175	0.067160003	122.9650192	8.74600029	-0.094020002
99.00702667	5.748000145	0.064709999	122.5779648	8.751000404	-0.094020002
99.00702667	5.755000114	0.064709999	122.2316513	8.756999969	-0.091580003
99.09857178	5.760000229	0.064709999	121.8853378	8.763999939	-0.089129999
99.09857178	5.765999794	0.062270001	121.4779129	8.770999908	-0.086690001
99.09857178	5.769999981	0.059829999	121.0908585	8.779000282	-0.089129999
99.09857178	5.775000095	0.054949999	120.7852859	8.786999702	-0.086690001
99.09857178	5.778999805	0.052499998	120.5408325	8.795999527	-0.084250003
99.09857178	5.782000065	0.05006	120.3371201	8.805000305	-0.084250003
99.00702667	5.78399992	0.04518	120.0926666	8.81499958	-0.081809998
99.09857178	5.787000179	0.042739999	119.8889542	8.824999809	-0.084250003
99.19012451	5.789000034	0.040290002	119.6852417	8.835000038	-0.081809998
99.19012451	5.790999889	0.040290002	119.4815216	8.845999718	-0.081809998
99.19012451	5.794000149	0.03785	119.3389282	8.857000351	-0.084250003
99.19012451	5.795000076	0.035409998	119.1352158	8.868000031	-0.084250003
99.32743835	5.796000004	0.035409998	118.9926147	8.880999565	-0.084250003
99.32743835	5.797999859	0.03785	118.8500137	8.892999649	-0.081809998
99.32743835	5.798999786	0.035409998	118.7481537	8.904000282	-0.081809998
99.41899109	5.800000191	0.035409998	118.5444489	8.916000366	-0.084250003
99.55630493	5.800000191	0.03785	118.4018478	8.92800045	-0.084250003
99.64785767	5.802000046	0.035409998	118.2388763	8.93999958	-0.084250003
99.64785767	5.802000046	0.03297	118.1573944	8.951000214	-0.084250003
99.78517914	5.802999973	0.03053	117.9944229	8.961999893	-0.086690001
99.78517914	5.802999973	0.02808	117.8518219	8.972000122	-0.086690001
99.87673187	5.803999901	0.03053	117.7092209	8.979999542	-0.086690001
99.87673187	5.803999901	0.02564	117.6073685	8.989999771	-0.086690001
100.0140457	5.803999901	0.0232	117.5055084	8.99600029	-0.089129999
100.0140457	5.804999828	0.0232	117.403656	9.00399971	-0.089129999
100.1055984	5.806000233	0.0232	117.301796	9.010000229	-0.091580003
100.1055984	5.80700016	0.0232	117.1999435	9.015999794	-0.091580003
100.0140457	5.808000088	0.02076	117.1591949	9.020999908	-0.091580003
100.1055984	5.809000015	0.02076	117.0980835	9.026000023	-0.091580003
100.1055984	5.809000015	0.0232	116.9962311	9.029000282	-0.091580003
100.1055984	5.809000015	0.02076	116.9962311	9.032999992	-0.089129999
100.1055984	5.81099987	0.02076	116.9962311	9.036999702	-0.089129999
100.1971436	5.81099987	0.0232	116.9962311	9.039999962	-0.089129999
100.1971436	5.813000202	0.02564	116.9554901	9.043000221	-0.091580003
